word,type,translation
polkusin,all,I walked
polkuvene,all,paddle boat
polla,all,head
pollari,all,bollard
polle,all,horse
pollea,all,swollen-headed
pollusiitti,wiki,pollusite
polo,all,pilgarlic
poloinen,all,wretch
poloneesi,all,polonaise
polonium,all,polonium
polottaa,all,to patter
polotus,all,polish
polskahdus,all,plash
polskahtaa,all,to plop
polskaus,all,splash
polskauttaa,all,tag
polski,all,splash
polskia,all,to splash
polskuttaa,all,splash
polstari,all,politician
poltattaa,all,to burn
polte,all,burning
poltella,all,smoke
polterabend,all,pollerabend
poltergeist,all,poltergeist
poltin,all,burner
poltinkarva,all,sting
poltinmerkki,all,burner
poltinrauta,all,brand
polttaa,all,to burn
polttaja,all,smoker
polttama,all,burned
polttamaton,wiki,burn
polttaminen,wiki,combustion
polttarit,all,hen party
polttava,all,burning
polttavanmakuinen,all,burning
polttiainen,all,burner
polttimo,all,bulb
poltto,all,burning
polttoaine,all,fuel
polttoaineenkulutus,all,fuel consumption
polttoainemittari,all,fuel gauge
polttoainesäiliö,all,fuel tank
polttohaudata,all,fuel bury
polttohautaus,all,cremation
polttoitsemurha,all,self-immolation
polttojäte,all,combustion
polttokaasu,all,fuel gas
polttokenno,all,fuel cell
polttokivi,all,incinerator
polttolaiva,wiki,chip
polttolakata,all,burn
polttolakka,all,burner
polttolakkaus,all,incineration
polttolasi,all,burning glass
polttoleikata,all,combustion
polttoleikkaus,all,combustion
polttolinja,all,combustion line
polttomaalata,all,fuel
polttomaalaus,all,fuel painting
polttomaali,all,fuel
polttomerkki,all,brand
polttomoottori,all,combustion engine
polttoneste,all,fuel
polttopiste,all,focal point
polttopullo,all,firebomb
polttopuu,all,firewood
polttorauta,all,burner
polttorovio,all,pyre
polttotaisteluaine,all,fuel
polttoturve,all,fuel
polttouhri,all,burnt offer
polttouuni,all,kiln
polttoväli,all,focal length
polttoöljy,all,fuel oil
polvari,wiki,knee
polvarit,all,knees
polveilla,all,to meander
polveke,all,dogleg
polvekepisto,all,knee
polvenkorkuinen,all,knee-high
polvenlämmitin,all,knee heater
polveutua,all,to be descended from
polveutumisoppi,all,pod
polvi,all,knee
polviasento,all,knee
polviheijaste,all,knee jerk
polvihousut,all,breeches
polvijänne,all,knee
polvijänneheijaste,all,knee tongue
polvillaan,all,on bended knees
polvilleen,all,to his knees
polviltaan,all,from his knees
polvilumpio,all,kneecap
polvinivel,all,knee joint
polvipituinen,all,knee-length
polvipituus,all,knee length
polvipussi,all,knee bag
polviriipunta,all,knee
polvirukous,all,poloric
polviseisonta,all,knee
polvistua,all,to kneel
polvisukka,all,knee
polvisuojus,all,knee
polvitaive,all,knee
polvitila,all,knee
polvivamma,all,knee
polyamidi,all,polyamide
polyamidikuitu,all,polyamide fiber
polyesteri,all,polyester
polyesterikuitu,all,polyester fiber
polyesterimuovi,all,polyester plastic
polyeteeni,all,polyethylene
polyfonia,all,polyphony
polyfoninen,all,polyphonic
polygaaminen,all,polygamy
polygamia,all,polygamy
polygoni,all,polygone
polygrafi,wiki,polygraph
polymeeri,all,polymer
polymeria,all,polymer
polymerisaatio,all,polymerization
polymerisoida,all,to polymerize
polymerisoitua,all,polymerize
polymeroida,all,polymeri
polymeroitua,all,polymerize
polymetyylimetakrylaatti,wiki,Polymethyl methacrylate
polymorfia,all,polymorphia
polynesialainen,wiki,Polynesian
polynomi,all,polynomial
polyploidi,wiki,polyprid
polyploidia,wiki,polyploid
polypropeeni,all,polypropylene
polysakkaridi,wiki,polysaccharide
polystyreeni,all,polystyrene
polyteismi,all,polytheism
polyteisti,all,polytehist
polyteistinen,all,polytheistic
polyuretaani,all,polyurethane
polyvinyylikloridi,wiki,polyvinyl chloride
polyyppi,all,polyp
pomarkkulainen,wiki,bomber
pomelo,all,Pomelo
pomeranssi,all,pomerancy
pomeranssinkuori,all,bourgeois
pomeranssipuu,all,pomerancy
pomeranssiviina,all,pomerancy
pomiloida,all,chat
pomilointi,all,boss
pommi,all,bomb
pommi-isku,all,bombing
pommiattentaatti,all,bombing
pommihyökkäys,all,bomber attack
pommikoira,all,bomber
pommikone,all,bomber
pomminvarma,all,bouquet
pomminvarmasti,all,bouncing
pommiryhmä,wiki,bomb group
pommiräjähdys,all,bomb
pommisuoja,all,bomb shelter
pommitella,all,bombard
pommittaa,all,to bomb
pommittaja,all,bombardier
pommitus,all,bombing
pommituskone,all,bombing machine
pommituslento,all,mission
pomo,all,boss
pomoilla,all,boss in
pomoilu,all,boss
pomomies,all,bump
pompahdella,all,bouncing
pompahdus,all,bouquet
pompahtaa,all,to bounce
pompata,all,bounce
pompottaa,all,to bounce
pompotus,all,bouncing
pomppa,all,homespun coat
pomppaamaton,wiki,bounce
pomppaus,all,bouncing
pomppia,all,to bounce
pomppoilla,all,bounce
pomppu,all,bouncy
pomppulyönti,all,bouncy
pompula,all,pompom
pomsi,all,satin
pomsisidos,all,pomsis bond
poncho,all,poncho
pondi,all,pond
poni,all,pony
poninhäntä,all,ponytail
poninhäntäkampaus,all,ponytail
ponkaista,all,jump
ponkaisu,all,snack
ponnahdus,all,bounce
ponnahduslauta,all,springboard
ponnahduslautahyppy,all,springboard
ponnahtaa,all,to spring
ponneaine,all,propellant
ponnekaasu,all,propellant
ponnekas,all,laborious
ponnekkaasti,all,forcibly
ponnekkuus,all,energy
ponneton,all,unnecessary
ponnin,all,incentive
ponnistaa,all,to push
ponnistella,all,to push
ponnistelu,all,struggle
ponnistus,all,effort
ponnistuslankku,all,penetration
ponnistuslauta,all,springboard
ponnistusvaihe,all,effort
ponnistusvoima,all,effort
ponsi,all,pommel
ponsiehdotus,all,pommel
ponsilauselma,all,pommel
ponssari,all,pomp
pontata,all,dado
ponteva,all,vigorous
pontevasti,all,ably
pontevuus,all,vigor
pontifikaatti,wiki,tongue
pontikankeitto,all,ponch
pontikka,all,moonshine
pontikkapullo,all,ponymous bottle
pontikkatehdas,all,pontary factory
ponttaus,all,impetus
pontti,all,the tongue
ponttilauta,all,tongue board
ponttiliitos,all,point connection
ponttoni,all,pontoon
ponttonisilta,all,pontoon bridge
pooli,all,the pool
poolo,all,polo
poolokaulus,all,turtleneck
poolopaita,all,polo shirt
poolopusero,all,pool
pootoori,wiki,pootori
pop,all,pop
popcorn,all,popcorn
popkulttuuri,all,pop culture
poplari,all,Poplar
poplevy,all,pop
popliini,all,poplin
popliinitakki,all,poplin
popmusiikki,all,pop music
popmuusikko,all,pop musician
poppakonsti,all,pop
poppamies,all,medicine man
poppari,all,swinger
poppeli,all,poplar
poppelikuja,all,poppy
poppoo,all,gang
popsia,all,to tuck away
poptaide,all,pop art
poptaiteilija,all,popta artist
populaari,all,popular
populaarikirjallisuus,all,popularity
populaarikulttuuri,all,popular culture
populaarimusiikki,all,popular music
populaaristaa,all,pop
populaarius,all,popularity
populaatio,all,population
popularisoida,all,to popularize
populariteetti,all,popularity
populismi,all,populism
populisti,all,populist
populistinen,all,populist
populääri,all,popular
popyhtye,all,pop band
pora,all,drill
poraaja,all,driller
porakaivo,all,drill
porakone,all,drill
poranterä,all,drill
poranvarsi,all,drill
porapistiäinen,all,drill
porari,all,polar
porata,all,to drill
poraus,all,drilling
porausaukko,all,drill hole
porauslautta,all,rig
porausreikä,all,bore
poraustorni,all,rig
porautua,all,drill down
pore,all,bubble
poreallas,all,Jacuzzi
poreamme,all,whirlpool bath
poreilla,all,to bubble
poreilu,all,fizz
porekylpy,all,spindle
poretin,all,porter
porfiini,all,porphin
porfyria,wiki,porphyria
porfyriini,all,porphyrine
porfyyri,all,porphyry
porfyyrinen,all,porphyric
porhaltaa,all,to race
porho,all,magnate
porilainen,all,Pori
porina,all,humming
porinaryhmä,all,reindeer group
porista,all,to hum
porkka,all,carrots
porkkana,all,carrot
porkkanakemppi,all,carrot jumper
porkkanakärpänen,all,carrot
porkkanalaatikko,all,carrot casserole
porkkanamaa,all,carrot
porkkanamuhennos,all,carrot
porkkananpunainen,all,carrot
porkkanapää,wiki,carrot head
porkkanaraaste,all,carrot
porkkanasosekeitto,all,carrot soup
pormestari,all,mayor
pornahtava,all,fluffy
pornaislainen,wiki,Pornan
porno,all,porn
porno-,all,porn
pornoelokuva,all,blue movie
pornofilmi,all,pornographic
pornografia,all,pornography
pornografinen,all,pornographic
pornokauppa,all,pornography
pornokirja,all,pornbook
pornolehti,all,ghost
pornoluola,all,pornography
pornotähti,all,porn star
pornovideo,all,Pornovideo
poro,all,reindeer
poroaita,all,reindeer
poroaitaus,all,reindeer
poroelo,all,reindeer
poroerotus,all,reindeer
porohärkä,all,drum
poroinen,all,reindeer for
poroisäntä,all,reindeer
porokanta,all,reindeer
porokarja,all,reindeer
porokoira,all,reindeer
porokolari,all,porkolar
porokuninkuusajo,all,reindeer
porolappalainen,all,reindeer
poromerkki,all,reindeer
poromies,all,mate
poronhoitaja,wiki,reindeer
poronhoito,all,reindeer
poronhoitoalue,all,reindeer
poronhoitopiiri,all,reindeer
poronjuusto,all,reindeer
poronjäkälä,all,reindeer
poronkieli,all,reindeer
poronkäristys,all,sautéed reindeer
poronliha,all,ceb
poronluu,all,reindeer
poronpaisti,all,reindeer
poronsarvi,all,reindeer
poropaimen,wiki,reindeer
poropaliskunta,all,reindeer
poropeukalo,all,all thumbs
poroporvari,all,philistine
poroporvarillinen,all,bourgeois
poroporvarillisuus,all,reindeer herding
pororaito,all,reindeer
pororeki,all,reindeer
porosaamelainen,all,reindeer
porotalous,all,reindeer
porotila,all,reindeer
porotokka,all,reindeer
porottaa,all,beating down
porotus,all,reindeer
porovahinko,all,reindeer
porovaljakko,all,reindeer
porovaras,wiki,reindeer
porras,all,step
porrasaskelma,all,stair
porraselementti,all,staircase
porrashissi,all,staircase
porrashuone,all,staircase
porraskaide,all,banister
porraskivi,all,staircase
porraskuilu,wiki,stairwell
porraskäytävä,all,staircase
porrasperä,all,sedan
porrasperäinen,all,stairwell
porraspääty,all,stairwell
porrassyöksy,all,stairwell
porrastaa,all,to stagger
porrastasanne,all,landing
porrasteinen,all,staggered
porrasteisesti,all,staircase
porrasteisuus,all,stairwell
porrastua,all,stagge
porrastus,all,gradation
porrasvalo,all,staircase
porro,wiki,tousle
porrot,wiki,chamber
porsaanfilee,all,pork fillet
porsaankyljys,all,pork chop
porsaanliha,all,pork
porsaanpaisti,all,roasted pork
porsaanreikä,all,loophole
porsas,all,piglet
porsaskarsina,all,piglet
porsasmainen,all,piggish
porsasmaisesti,all,piglet
porsastella,all,make a pig of oneself
porsastelu,all,porridge
porsia,all,to farrow
porsittaa,all,gulp
porskutella,all,squabble
porskuttaa,all,pork
porsliini,wiki,porcelain
porstua,all,a hall
portaali,all,portals
portaalinosturi,all,porter
portaat,all,stairs
portaaton,all,stepless
portaikko,all,staircase
portfolio,all,portfolio
portieeri,all,porter
portinpieli,all,gatepost
portinvartija,all,gatekeeper
portmanteau,wiki,matkalaukku
portsari,all,porter
portsariraha,all,pedigree
portteri,all,porter
portti,all,port
porttiholvi,all,port
porttihuume,wiki,port
porttikielto,all,gauge
porttikonki,all,gate cone
porttikäytävä,all,gateway
porttilaskimo,all,port
porttivahti,all,gatekeeper
portto,all,harlot
porttola,all,whorehouse
portugali,all,Portuguese
portugalilainen,all,Portuguese
portugalinkielinen,wiki,Lusophone
portugalinportugali,wiki,Portugalportugal
portugalinsotalaiva,wiki,Portuguese ship
portulakka,wiki,port
portulakkakasvit,wiki,port
portviini,all,port
poru,all,crying
porukka,all,outfit
porukoida,all,group
porvari,all,bourgeois
porvarillinen,all,bourgeois
porvarillisesti,all,borne
porvarillistaa,all,borne
porvarillistua,all,bourgeze
porvaripuolue,all,bourgeois
porvariskoti,all,bourgeois
porvarismi,all,bourgeoisism
porvarisnainen,all,borne
porvarissääty,all,bourgeois
porvaristo,all,bourgeoisie
porvoolainen,wiki,Porvoo
posahdus,all,plop
posahtaa,all,to pop
posauttaa,all,possess
pose,all,pokey
poseerata,all,to pose
poseeraus,all,pose
posetiivari,all,organ grinder
posetiivi,all,barrel organ
positiivi,all,positive
positiivikuva,all,positive image
positiivinen,all,positive
positiivisesti,all,positively
positiivisuus,all,positivity
positio,all,position
positivismi,all,positivism
positivisti,all,positive
positivistinen,all,positivist
positroni,all,positron
positroniemissiotomografia,wiki,positron emission tomography
poskeinen,all,cheeky
posketon,all,brazen
poskettomasti,all,cheeky
poski,all,cheek
poskihammas,all,molar
poskilihas,all,cheeky
poskiluu,all,cheeky
poskiontelo,all,sinus
poskiontelontulehdus,all,sinusitis
poskiparta,all,whiskers
poskipuna,all,blusher
poskipää,all,cheekbone
poskisolisti,all,cheekbaker
poskisuudelma,all,air kiss
poskivalssi,all,cheekbone
posliini,all,porcelain
posliiniastia,all,porcelain dinnerware
posliiniastiasto,all,porcelain
posliinikauppa,all,china shop
posliinikukka,all,porcelain flower
posliinikuppi,all,porcelain cup
posliinilaatta,all,porcelain
posliinilautanen,all,porcelain
posliinimaalaus,all,Porcelain painting
posliininen,all,china
posliininmaalaus,all,Porcelain painting
posliininukke,all,china
posliinisavi,all,China clay
posliinitehdas,all,porcelain factory
posmittaa,all,post
posottaa,all,pose
possessiivinen,all,possessive
possessiivipronomini,all,possessive pronoun
possessiivisuffiksi,all,possessive affix
possu,all,piggy
possunliha,all,pork
posteljooni,wiki,lap
posteri,all,poster
posteriesitelmä,all,poster
posti,all,mail
postiauto,all,postal car
postiennakko,all,cash on delivery
postiennakkolähetys,all,post -delivery
postihaastattelu,all,post interview
postiinjättö,all,post
postikeskus,all,post center
postikirje,all,postcard
postikonttori,all,post office
postikortti,all,postcard
postikulut,all,postage
postikysely,all,mail
postilaatikko,all,mailbox
postilaatikkoyhtiö,all,mailbox
postilaitos,all,post office
postileima,all,postmark
postilento,all,mailless
postiliikenne,all,postal traffic
postiljooni,all,postlines
postilla,all,mail
postilokerikko,all,mail
postilokero,all,P.O. box
postiluukku,all,letterbox
postilähetys,all,postal delivery
postimainonta,all,postal
postimaksu,all,postage
postimaksuautomaatti,all,postage machine
postimaksukone,all,franking machine
postimaksuleima,all,postage
postimaksulipuke,all,postage
postimerkittää,all,stamp
postimerkkeilijä,all,stamp collector
postimerkkeillä,all,stamps
postimerkkeily,all,philately
postimerkki,all,stamp
postimerkkiautomaatti,all,stamp machine
postimerkkihuutokauppa,all,stamp auction
postimerkkikansio,all,stamp album
postimerkkikokoelma,all,stamp collection
postimerkkinäyttely,all,stamp exhibition
postimestari,all,postman
postimies,all,postman
postimyynti,all,mail order
postimyyntiliike,all,mail-order business
postimyyntiluettelo,all,mail order
postinjakaja,all,the postman
postinjakelu,all,postal distribution
postinjakeluverkko,all,mailing network
postinjättölaatikko,all,mailbox
postinjättöpaikka,all,post -mail
postinkantaja,all,mailman
postinkanto,all,mail
postinkuljetus,all,mail
postinkulku,all,mail
postinkäsittely,all,postal processing
postinlajittelukeskus,all,mail
postinumero,all,ZIP code
postiosoite,all,mailing address
postiosoitus,all,P.O.
postipaketti,all,Postal package
postipalvelu,all,postal service
postipalveluauto,all,postal service
postipalveluvene,all,postal service
postiryöstö,all,mail
postisiirto,all,giro
postisäkki,wiki,mailbag
postite,all,mail
postitoimi,all,postal code
postitoimipaikka,all,Postal district
postitoimisto,all,post office
postitorvi,wiki,post office
postitse,all,by post
postittaa,all,to mail
postitus,all,mailing
postituslista,all,mailing list
postivaunu,all,stagecoach
postivirkamies,all,postalman
postiäänestys,all,absentee vote
postiääni,all,mail tone
postmoderni,all,postmodern
postmodernismi,all,postmodernism
postmodernistinen,all,postmodernist
postpositio,all,postposition
postulaatti,all,post -post
postuloida,all,post
postuumi,all,posture
potaatti,all,potato
potaska,all,potash
potea,all,suffer from
potensoida,all,potentiate
potensoitua,all,be potented
potenssi,all,potency
potenssilääke,all,power
potentiaali,all,potential
potentiaalienergia,all,potential energy
potentiaaliero,all,potential difference
potentiaalinen,all,potential
potentiaalisesti,all,potentially
potentiometri,all,potentiometer
potentti,all,potent
potero,all,foxhole
potilas,all,patient
potilasasiamies,all,patient
potilashuone,all,patient
potilaspaikka,all,patient place
potilasturvallisuus,all,patient safety
potilasvahinko,all,Patient Damage
potilasvahinkolautakunta,all,Patient Injury Board
potka,all,shank
potkaista,all,kick
potkaisu,all,kick
potkaus,all,pot
potkia,all,to kick
potkija,all,kicker
potkiminen,wiki,kicking
potkiskella,all,kick
potku,all,kick
potkuhousut,all,kick pants
potkukelkka,all,kick sled
potkulauta,all,scooter
potkupallo,all,balloon
potkupelti,wiki,kick
potkupuku,all,rompers
potkuri,all,propeller
potkurikone,all,propeller
potkurinakseli,all,propeller shaft
potkuriturbiini,all,turboprop
potkuriturbiinikone,all,turboprop
potpuri,all,medley
potretti,all,portrait
potta,all,potty
potti,all,pot
pottu,all,spud
pottuilla,all,kick out
pottuilu,all,devout
pottumainen,all,potty
pottumaisesti,all,potty
pottunokka,all,pot
pottuuntua,all,be a pot
potuttaa,all,to kick
poukahdella,all,hide
poukahdus,all,bounce
poukahtaa,all,to bounce
poukahtelu,all,lounging
poukama,all,cove
poukauttaa,all,jerk
poukkoilla,all,in the coves
poukkoilu,all,bang
pouta,all,dry weather
poutailma,all,pout
poutainen,all,fair
poutajakso,all,voucher
poutapilvi,all,pout
poutapäivä,all,punch
poutasää,all,rainy weather
poutataivas,all,prospective
poutia,all,dry weather
povaaja,all,son
povailla,all,bang
povari,all,fortune-teller
povata,all,tell someone's fortune
povaus,all,bump
povauttaa,all,bang
povekas,wiki,busty
poveton,all,Poveton
povi,all,bosom
povitasku,all,inside pocket
praasniekka,all,praas
pragmaatikko,all,pragmatic
pragmaattinen,all,pragmatic
pragmaattisesti,all,pragmatic
pragmatiikka,all,pragmatics
pragmatismi,all,pragmatism
praksis,all,practice
praktiikka,all,practice
praktikko,all,practitioner
praktikoida,all,practise
praktinen,all,practical
praktisoida,all,practise
praliini,all,prain
pramea,all,gaudy
prameasti,all,prime
prameilla,all,to show off
prameilu,all,pageant
prameus,all,ostentation
prammitanko,wiki,pammartan
praseodyymi,wiki,praseymity
predestinaatio,all,predestination
predestinoida,all,predestine
predestinoitua,all,predestine
predikaatintäyte,all,predicate
predikaatti,all,predicate
predikaattiosa,all,Predicate
predikatiivi,all,complement
predikatiiviadverbiaali,all,predictive adverbial
preemio,all,premium
preeria,all,prairie
preeriakahlaaja,wiki,prairia
preeriakana,wiki,prairie
preeriakanat,wiki,prairie chicken
preeriakoira,wiki,prainer
preeriasusi,all,coyote
preeriaturpiaali,wiki,prairia
preeriaviklo,wiki,prairieviklo
preesens,all,present tense
preetori,wiki,Phetori
prefabricated,wiki,valmis
prefekti,all,prefect
prefektuuri,wiki,prefecture
preferenssi,all,preference
prefiksi,all,prefix
pregabaliini,wiki,pregabalin
prejudikaatti,all,prejudent
prekambrinen,all,precenter
prekariaatti,wiki,precarious
prekessio,wiki,precursor
prelaatti,all,prelate
preliminääri,all,preliminary
preliminäärikoe,all,preliminary test
preludi,all,prelude
premissi,all,premise
prenataalinen,all,prenatal
prenikka,all,fruit salad
prepaid,wiki,ennalta maksettu
preparaatti,all,preparation
preparoida,all,to fix
prepata,all,prime
prepositio,all,preposition
prepositionaali,wiki,prepositional case
preppaus,all,Prep Deck
preppauskurssi,wiki,crammer
presbyteeri,all,presbyter
presbyteeriläinen,all,presbyterian
presbyteerinen,all,presbubicated
presbyteerio,wiki,presbytery
presbyteriaani,all,presbotter
presessio,wiki,president
presidentinvaali,all,presidential elections
presidentinvirka,all,presidency
presidentti,all,president
presidenttiehdokas,all,presidential candidate
presidenttikausi,all,presidency
presidenttipari,all,presidential pair
presidenttipeli,all,presidential game
presidenttiys,all,presidency
presidiumi,all,chairmanship
presiis,all,chess
presisoida,all,prescribe
presisointi,all,president
pressa,all,prez
pressikeskus,all,press center
pressikortti,all,press card
pressu,all,tarpaulin
prestiisi,all,prestige
presto,all,Presto
preteriti,all,preterite
preussi,all,Prussia
preussilainen,all,Prussian
preussilaisuus,all,Prussianism
preussinsininen,all,primus blue
prevalenssi,all,prevalence
preventiivinen,all,preventive
preventio,all,prevention
priapismi,wiki,priapism
priima,all,prime
priimas,all,primate
priimatavara,all,RII
priimus,all,valedictorian
priimusmaisteri,all,prime master
priimustohtori,all,prime doctor
priiniat,wiki,prins
prikaati,all,brigade
prikaatikenraali,all,brigadier
prikaatinkenraali,wiki,brigadier general
prikaatinkomentaja,all,brigade
priki,all,brig
prikka,all,washer
prikku,all,brick
prikulleen,all,heave
prillit,all,pritles
prima ballerina,all,ensitanssijatar
prima vista,all,sight translation
primaari,all,primary
primaariaineisto,all,primary material
primaarikasvain,all,tumor
primaarikäämi,all,primary coil
primaarilähde,all,primary source
primaarinen,all,primary
primaarisesti,all,primary
primadonna,all,prima donna
primari-,wiki,ensisijainen
primitiivinen,all,primitive
primitiivireaktio,all,primitive
primitiivisesti,all,primitively
primitiivisyys,all,primitiveness
primitivisti,all,primitive
primääri,all,primary
primäärinen,all,primary
primäärituotanto,wiki,primary production
prinsessa,all,princess
prinsessalinja,all,princess
prinsiippi,all,princess
prinssi,all,prince
prinssimakkara,all,chipolata
prinssipuoliso,all,prince consort
printata,all,to print out
printteri,all,printer
printti,all,printout
printtiliuska,all,printout
prioni,wiki,prions
priori,wiki,prior
priorisoida,all,prioritize
priorisointi,all,prioritization
prioriteetti,all,priority
prisma,all,prism
prismaattinen,wiki,prismatic
prismakiikari,all,prismatic
privaatisti,all,private
privaatti,all,private
privatisoida,all,privatise
privatisoitua,all,become private
pro,all,master's thesis
pro gradu,all,master's thesis
probleema,all,problem
probleemi,all,Probleemi
problemaattinen,all,problematic
problemaattisesti,all,implantly
problemaattisuus,all,problematic
problematiikka,all,problematics
problematisoida,all,problematize
problematisoitua,all,problematic
produktiivinen,all,productive
produktiivistua,all,production
produktiivisuus,all,production
produktio,all,production
produsoida,all,produce
produsointi,all,production
profaani,all,profane
profanoida,all,profane
profanoitua,all,profane
profeetta,all,prophet
professori,all,professor
professuuri,all,professorship
profetia,all,prophecy
profetoida,all,to prophesy
proffa,all,prof
profiili,all,profile
profiilikuva,all,profile picture
profiililista,all,Profile list
profiiliteräs,all,profile
profiloida,all,to profile
profilointi,all,profiling
profiloitua,all,to profile
profylaksi,all,prophylaxis
profylaksia,all,prophylaxis
profylaktinen,all,prophylactic
profylaktisesti,all,prophylactic
progesteroni,all,progesterone
prognoosi,all,prognosis
progredioida,all,advance
progressiivinen,all,progressive
progressiivisesti,all,progressive
progressio,all,progression
projekti,all,project
projektiili,all,projectile
projektimenetelmä,all,project method
projektio,all,projection
projektiokuva,all,projection
projektiopetus,all,projection
projektiopinta,all,projection
projektiorganisaatio,all,projection organization
projektiotaso,all,projection
projektipäällikkö,all,project manager
projektiryhmä,all,project team
projektisihteeri,all,project secretary
projektityöskentely,all,project work
projektivienti,all,project export
projektoida,wiki,project
projektori,all,projector
projisioida,all,project
projisiointi,all,projection
projisoida,all,to project
projisointi,all,projection
prokaryootti,wiki,prokaryote
proksemiikka,wiki,proxemicism
proksimaalinen,wiki,proximal
prokuraattori,all,procurator
prokuristi,all,signing clerk
prokuura,all,procuration
prokuuravaltuutus,all,procuration
prolaktiini,all,prolactin
prolapsi,wiki,prolapse
prolatiivi,all,prolative
proletaari,all,proletarian
proletaarinen,all,the proletarian
proletaaristaa,all,proletarian
proletaaristua,all,proletage
proletariaatti,all,proletariat
proletarisoida,all,proletarize
proletarisoitua,all,proletarize
prologi,all,prolog
promenadi,all,promenade
promenadikonsertti,all,promenade concert
promille,all,per mil
promillemittari,all,promoter
promiskuiteetti,all,promiscuity
promootio,all,commencement
promoottori,all,promoter
promovendi,all,promoter
promovoida,all,promo be
pronominaali,all,pronominal
pronominaaliadverbi,wiki,pronominal adverb
pronominaalinen,all,pronominal
pronomini,all,pronoun
pronssata,all,to bronze
pronssaus,all,bronze
pronssi,all,bronze
pronssijauhe,all,bronze powder
pronssijoukkue,all,bronze
pronssikausi,all,bronze age
pronssikautinen,all,Bronze Age
pronssikirves,all,bronze
pronssikoru,all,bronze
pronssikulttuuri,all,bronze culture
pronssilakka,all,bronch
pronssimaali,all,bronze paint
pronssimies,all,bronzeman
pronssimitali,all,bronze medal
pronssimitalimies,all,bronze
pronssimitalisti,all,bronze medalist
pronssinen,all,bronze
pronssinruskea,all,bronze
pronssinvalaja,all,bronze
pronssinvalanta,all,bronze education
pronssinvalu,all,bronze casting
pronssinvihreä,all,bronze green
pronssinvärinen,all,bronze
pronssiottelu,all,bronze
pronssipatsas,all,bronze
pronssisolki,all,bronze
pronssittaa,all,bronze
pronssitus,all,bronze
pronssivalimo,all,bronze
pronssivalos,all,bronze
pronssiveistos,all,bronze
pronssiväri,all,bronze
proomu,all,barge
proosa,all,prose
proosaeepos,all,prose eep
proosakertomus,all,prose
proosakirjailija,all,prose writer
proosakirjallisuus,all,prose literature
proosakäännös,all,provision
proosallinen,all,prosaic
proosallisesti,all,prosely
proosallisuus,all,prosality
proosamuoto,all,prose
proosamuotoinen,all,prose
proosaruno,all,prose
proosateos,all,prose
propaani,all,propane
propaganda,all,propaganda
propagandakirjallisuus,all,propaganda
propagandakirjoitus,all,propaganda
propagandakuva,all,propaganda
propagandalehti,all,propaganda
propagandalehtinen,all,propaganda
propagandapuhe,all,propaganda
propagandasota,all,propaganda
propagandisti,all,propagandist
propagoida,all,propagandize
propagointi,all,propagation
propanoli,all,propanol
propata,all,to plug
propelli,all,propeller
propositio,all,proposition
proppu,all,plug
propri,all,proper noun
propsi,all,props
propsipino,all,Propsipino
propsipuu,all,props
propyylialkoholi,all,propyl alcohol
prosaisti,all,prosecutor
proseduuri,all,procedure
proselytismi,wiki,proselyism
prosentti,all,percentage
prosenttikorotus,all,percentage
prosenttilasku,all,percentage
prosenttiliike,all,percentage
prosenttilinja,all,percentage line
prosenttiluku,all,percentage
prosenttimerkki,all,percentage mark
prosenttinen,all,percent
prosenttipalkka,all,percentage salary
prosenttipalkkio,all,percentage bonus
prosenttipiste,wiki,percentage
prosenttisesti,all,permitted
prosenttiyksikkö,all,percentage point
prosentuaalinen,all,percentual
prosentuaalisesti,all,percentage
prosessi,all,process
prosessikirjoittaminen,all,process writer
prosessinohjaus,all,process control
prosessioikeus,all,procedural law
prosessiteollisuus,all,process industry
prosessoida,all,process
prosessointi,all,processing
prosessori,all,processor
prosit,all,pros
prosodia,wiki,prosody
prosodiikka,wiki,prosodics
prospekti,all,prospectus
prossa,all,Prossa
prostaglandiini,all,prostaglandin
prostituoida,all,to prostitute
prostituointi,all,prostitute
prostituoitu,all,drab
prostituoitua,all,prostitutes
prostituutio,all,prostitution
protaktinium,wiki,protectinium
proteesi,all,prosthesis
proteiini,all,protein
proteiinimuuntokuitu,all,protein conversion fiber
protektionismi,all,protectionism
protektionisti,all,protectionist
protektionistinen,all,protectionist
protektoraatti,all,protectorate
protektori,wiki,protector
proteolyysi,wiki,proteolysis
proteolyyttinen,wiki,proteolytic
proterotsooinen,wiki,Proterozoic
protestantti,all,Protestant
protestanttinen,all,Protestant
protestanttisuus,all,Protestantism
protesti,all,protest
protestilaulaja,all,protest singer
protestilaulu,all,protest song
protestiliike,all,protest
protestipuolue,all,protestity
protestitodistus,all,protest
protestivaalit,all,protest
protestoida,all,to protest
protestointi,all,protest
protetiikka,wiki,prosthetics
proto,all,kantakieli
protokolla,all,protocol
protoni,all,proton
protoplasma,all,protoplasm
prototyyppi,all,prototype
provensaali,wiki,provensal
proviisori,all,pharmacist
provinsiaali,wiki,provocation
provinsiaalinen,all,Provinnial
provinsialismi,all,Provincialism
provinssi,all,province
provisio,all,commission
provisiopalkka,all,commission
provisiopalkkio,all,commission fee
provo,wiki,troll
provokaatio,all,provocation
provokaattori,all,provocateur
provokatiivinen,all,provocative
provokatiivisesti,all,provocatively
provokatiivisuus,all,provocation
provokatorinen,all,provocatorial
provokatorisesti,all,provocatorial
